ref:
29.8678033333,121.53904
##########################
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
29.867226,121.538963,0
29.867387,121.538414,0
